CTYFIPS,CTY_NAME,total_worker_pop_2018,total_worker_pop_2013,delta_agro,pct_agro_2018,pct_agro_2013,delta_construct,pct_construct_2018,pct_construct_2013,delta_manufact,pct_manufact_2018,pct_manufact_2013,delta_wholesale,pct_wholesale_2018,pct_wholesale_2013,delta_retail,pct_retail_2018,pct_retail_2013,delta_transport_util,pct_transport_util_2018,pct_transport_util_2013,delta_information,pct_information_2018,pct_information_2013,delta_finance_realest,pct_finance_realest_2018,pct_finance_realest_2013,delta_prof_sci_mgmt_adm,pct_prof_sci_mgmt_adm_2018,pct_prof_sci_mgmt_adm_2013,delta_edu_health,pct_edu_health_2018,pct_edu_health_2013,delta_arts_ent_food_rec,pct_arts_ent_food_rec_2018,pct_arts_ent_food_rec_2013,delta_otherserv,pct_otherserv_2018,pct_otherserv_2013,delta_public_admin,pct_public_admin_2018,pct_public_admin_2013
0500000US36027,"Dutchess County, New York",144058,142315,0.1,0.011,0.01,0,0.068,0.068,-0.155844156,0.065,0.077,-0.136363636,0.019,0.022,-0.016949153,0.116,0.118,0.108695652,0.051,0.046,-0.12,0.022,0.025,0.070175439,0.061,0.057,0.048076923,0.109,0.104,-0.043333333,0.287,0.3,0.146341463,0.094,0.082,0.175,0.047,0.04,0,0.05,0.05
0500000US36029,"Erie County, New York",449109,434684,0.25,0.005,0.004,0.142857143,0.048,0.042,-0.037735849,0.102,0.106,-0.071428571,0.026,0.028,-0.017391304,0.113,0.115,-0.042553191,0.045,0.047,-0.058823529,0.016,0.017,0.092105263,0.083,0.076,0,0.098,0.098,-0.027972028,0.278,0.286,0.054347826,0.097,0.092,0,0.044,0.044,0,0.046,0.046
0500000US36031,"Essex County, New York",17294,17594,-0.151515152,0.028,0.033,-0.0375,0.077,0.08,0.305555556,0.094,0.072,-0.2,0.012,0.015,0.008130081,0.124,0.123,-0.033333333,0.029,0.03,0.214285714,0.017,0.014,0.048780488,0.043,0.041,-0.116666667,0.053,0.06,-0.070945946,0.275,0.296,0.241666667,0.149,0.12,-0.043478261,0.044,0.046,-0.228571429,0.054,0.07
0500000US36033,"Franklin County, New York",20209,20025,0,0.031,0.031,0.014492754,0.07,0.069,-0.102040816,0.044,0.049,-0.285714286,0.01,0.014,0.066037736,0.113,0.106,-0.057142857,0.033,0.035,-0.066666667,0.014,0.015,-0.230769231,0.03,0.039,0.777777778,0.064,0.036,0.018575851,0.329,0.323,-0.04,0.096,0.1,0.081081081,0.04,0.037,-0.136986301,0.126,0.146
0500000US36035,"Fulton County, New York",24360,24254,0.1,0.011,0.01,-0.042857143,0.067,0.07,-0.008264463,0.12,0.121,-0.238095238,0.016,0.021,-0.136904762,0.145,0.168,0.4,0.063,0.045,-0.15,0.017,0.02,-0.066666667,0.028,0.03,0.298245614,0.074,0.057,-0.092783505,0.264,0.291,0.174603175,0.074,0.063,0.08,0.054,0.05,0.264150943,0.067,0.053
0500000US36037,"Genesee County, New York",29897,29194,-0.075,0.037,0.04,0.014925373,0.068,0.067,-0.012903226,0.153,0.155,-0.03125,0.031,0.032,0.054545455,0.116,0.11,-0.119047619,0.037,0.042,-0.142857143,0.012,0.014,0.054054054,0.039,0.037,0.044117647,0.071,0.068,-0.068273092,0.232,0.249,0.032608696,0.095,0.092,0.104166667,0.053,0.048,0.195652174,0.055,0.046
0500000US36039,"Greene County, New York",20292,19927,-0.2,0.016,0.02,0.069444444,0.077,0.072,0.3125,0.084,0.064,0.294117647,0.022,0.017,0.034482759,0.12,0.116,-0.09375,0.058,0.064,-0.153846154,0.022,0.026,-0.081967213,0.056,0.061,-0.029411765,0.066,0.068,-0.070588235,0.237,0.255,-0.0625,0.105,0.112,0.289473684,0.049,0.038,0.011363636,0.089,0.088
0500000US36041,"Hamilton County, New York",1946,2022,-0.333333333,0.008,0.012,0.447761194,0.194,0.134,0.973684211,0.075,0.038,2.7,0.037,0.01,-0.476190476,0.055,0.105,3.56,0.114,0.025,0.285714286,0.009,0.007,0.048780488,0.043,0.041,0.404255319,0.066,0.047,-0.154166667,0.203,0.24,-0.547486034,0.081,0.179,0.0625,0.034,0.032,-0.375,0.08,0.128
0500000US36043,"Herkimer County, New York",28627,28970,0.043478261,0.024,0.023,-0.014492754,0.068,0.069,-0.03968254,0.121,0.126,0.12,0.028,0.025,0.073170732,0.132,0.123,0.333333333,0.048,0.036,-0.214285714,0.011,0.014,-0.070175439,0.053,0.057,0.203703704,0.065,0.054,0,0.285,0.285,-0.049382716,0.077,0.081,-0.236363636,0.042,0.055,-0.134615385,0.045,0.052
0500000US36045,"Jefferson County, New York",44760,44668,0.4,0.021,0.015,0.013888889,0.073,0.072,-0.169014085,0.059,0.071,-0.157894737,0.016,0.019,-0.060810811,0.139,0.148,-0.166666667,0.035,0.042,-0.125,0.014,0.016,0.153846154,0.045,0.039,-0.093333333,0.068,0.075,0.104166667,0.265,0.24,-0.010204082,0.097,0.098,0.065217391,0.049,0.046,0.008474576,0.119,0.118
0500000US36047,"Kings County, New York",1217624,1114135,0,0.001,0.001,-0.056603774,0.05,0.053,-0.214285714,0.033,0.042,0,0.023,0.023,-0.020833333,0.094,0.096,0.06557377,0.065,0.061,0.128205128,0.044,0.039,-0.051282051,0.074,0.078,0.131147541,0.138,0.122,-0.013888889,0.284,0.288,0.03030303,0.102,0.099,-0.071428571,0.052,0.056,-0.119047619,0.037,0.042
0500000US36049,"Lewis County, New York",11711,11927,0.21875,0.078,0.064,-0.026548673,0.11,0.113,-0.056,0.118,0.125,0.8,0.018,0.01,-0.107142857,0.1,0.112,0.051282051,0.041,0.039,-0.375,0.01,0.016,0.148148148,0.031,0.027,0.384615385,0.072,0.052,0.004016064,0.25,0.249,-0.117647059,0.06,0.068,-0.16,0.042,0.05,-0.105263158,0.068,0.076
0500000US36051,"Livingston County, New York",28822,30569,0,0.037,0.037,-0.1,0.072,0.08,0,0.13,0.13,0.052631579,0.02,0.019,-0.158333333,0.101,0.12,0.142857143,0.04,0.035,-0.315789474,0.013,0.019,0.230769231,0.032,0.026,-0.074074074,0.075,0.081,0,0.283,0.283,0.233766234,0.095,0.077,0.108695652,0.051,0.046,0.106382979,0.052,0.047
0500000US36053,"Madison County, New York",33712,32866,0.035714286,0.029,0.028,-0.015151515,0.065,0.066,-0.078947368,0.105,0.114,0.125,0.027,0.024,0.072916667,0.103,0.096,0,0.042,0.042,0.2,0.018,0.015,-0.178571429,0.046,0.056,0.024390244,0.084,0.082,-0.023972603,0.285,0.292,0.235955056,0.11,0.089,0.136363636,0.05,0.044,-0.274509804,0.037,0.051
0500000US36055,"Monroe County, New York",367045,353757,0.333333333,0.004,0.003,-0.023809524,0.041,0.042,-0.109375,0.114,0.128,-0.12,0.022,0.025,-0.025862069,0.113,0.116,0.060606061,0.035,0.033,0.041666667,0.025,0.024,0,0.054,0.054,0.043478261,0.12,0.115,0.032467532,0.318,0.308,0.05,0.084,0.08,0.023809524,0.043,0.042,-0.066666667,0.028,0.03
0500000US36057,"Montgomery County, New York",21536,21714,-0.222222222,0.021,0.027,-0.028169014,0.069,0.071,0.061538462,0.138,0.13,-0.086956522,0.021,0.023,-0.028985507,0.134,0.138,0.395348837,0.06,0.043,-0.235294118,0.013,0.017,0.073170732,0.044,0.041,0.122807018,0.064,0.057,0.011627907,0.261,0.258,-0.194805195,0.062,0.077,0.142857143,0.048,0.042,-0.171052632,0.063,0.076
0500000US36059,"Nassau County, New York",684098,651746,0,0.001,0.001,-0.017857143,0.055,0.056,-0.0625,0.045,0.048,-0.057142857,0.033,0.035,-0.056603774,0.1,0.106,0.038461538,0.054,0.052,-0.064516129,0.029,0.031,0.01980198,0.103,0.101,0.048387097,0.13,0.124,0.021352313,0.287,0.281,0.043478261,0.072,0.069,-0.043478261,0.044,0.046,-0.040816327,0.047,0.049
0500000US36061,"New York County, New York",897040,855506,0,0.001,0.001,0.25,0.02,0.016,-0.147058824,0.029,0.034,-0.045454545,0.021,0.022,-0.088607595,0.072,0.079,0.083333333,0.026,0.024,-0.030769231,0.063,0.065,-0.006060606,0.164,0.165,0.067708333,0.205,0.192,0.008928571,0.226,0.224,-0.009345794,0.106,0.107,0.023255814,0.044,0.043,-0.074074074,0.025,0.027
0500000US36063,"Niagara County, New York",100682,98804,0.125,0.009,0.008,0,0.058,0.058,-0.007194245,0.138,0.139,0.142857143,0.024,0.021,-0.046153846,0.124,0.13,-0.019607843,0.05,0.051,-0.133333333,0.013,0.015,0.032258065,0.064,0.062,-0.114942529,0.077,0.087,0.053278689,0.257,0.244,0,0.098,0.098,0.045454545,0.046,0.044,-0.023255814,0.042,0.043
0500000US36065,"Oneida County, New York",102319,103620,0,0.012,0.012,-0.058823529,0.048,0.051,-0.089108911,0.092,0.101,-0.058823529,0.016,0.017,0.026785714,0.115,0.112,0.075,0.043,0.04,-0.2,0.012,0.015,-0.103896104,0.069,0.077,0.055555556,0.076,0.072,0.034246575,0.302,0.292,0.04494382,0.093,0.089,0,0.048,0.048,0,0.074,0.074
0500000US36067,"Onondaga County, New York",220979,220116,0.2,0.006,0.005,0.041666667,0.05,0.048,-0.061728395,0.076,0.081,-0.032258065,0.03,0.031,0,0.114,0.114,-0.020408163,0.048,0.049,0.045454545,0.023,0.022,0,0.07,0.07,-0.01980198,0.099,0.101,0.019736842,0.31,0.304,0.096385542,0.091,0.083,-0.083333333,0.044,0.048,-0.136363636,0.038,0.044
0500000US36069,"Ontario County, New York",54358,53208,0,0.017,0.017,0,0.059,0.059,-0.076923077,0.132,0.143,0,0.024,0.024,-0.04,0.12,0.125,-0.090909091,0.03,0.033,-0.05,0.019,0.02,-0.14,0.043,0.05,0.074074074,0.087,0.081,0.01048951,0.289,0.286,0.2375,0.099,0.08,-0.043478261,0.044,0.046,0.055555556,0.038,0.036
0500000US36071,"Orange County, New York",174834,170981,-0.333333333,0.008,0.012,0.032258065,0.064,0.062,0.014285714,0.071,0.07,0,0.033,0.033,0,0.135,0.135,0,0.063,0.063,-0.038461538,0.025,0.026,-0.1,0.054,0.06,0.034883721,0.089,0.086,0.007604563,0.265,0.263,0.038961039,0.08,0.077,0,0.044,0.044,0.029411765,0.07,0.068
0500000US36073,"Orleans County, New York",18161,17610,-0.266666667,0.033,0.045,0.169491525,0.069,0.059,-0.055865922,0.169,0.179,0.176470588,0.02,0.017,-0.00862069,0.115,0.116,-0.021276596,0.046,0.047,-0.4,0.009,0.015,0.140350877,0.065,0.057,0,0.056,0.056,-0.073170732,0.228,0.246,0.071428571,0.075,0.07,0.11627907,0.048,0.043,0.387755102,0.068,0.049
0500000US36075,"Oswego County, New York",53360,53083,-0.083333333,0.011,0.012,0.094594595,0.081,0.074,0.043859649,0.119,0.114,-0.233333333,0.023,0.03,-0.118518519,0.119,0.135,0.112676056,0.079,0.071,0.076923077,0.014,0.013,0.023809524,0.043,0.042,0.125,0.072,0.064,-0.015267176,0.258,0.262,-0.021276596,0.092,0.094,-0.125,0.042,0.048,0.12195122,0.046,0.041
0500000US36077,"Otsego County, New York",28171,28901,0.208333333,0.029,0.024,-0.016393443,0.06,0.061,-0.048192771,0.079,0.083,-0.307692308,0.009,0.013,-0.022556391,0.13,0.133,-0.157894737,0.032,0.038,0,0.013,0.013,-0.166666667,0.05,0.06,0.076923077,0.056,0.052,0.032544379,0.349,0.338,0.177570093,0.126,0.107,-0.222222222,0.035,0.045,-0.058823529,0.032,0.034
0500000US36079,"Putnam County, New York",51066,50459,0,0.003,0.003,0.084337349,0.09,0.083,-0.130434783,0.04,0.046,0,0.024,0.024,0.112149533,0.119,0.107,0,0.039,0.039,-0.307692308,0.027,0.039,-0.0125,0.079,0.08,-0.066666667,0.112,0.12,-0.014134276,0.279,0.283,0.279411765,0.087,0.068,0.19047619,0.05,0.042,-0.242424242,0.05,0.066
0500000US36081,"Queens County, New York",1131527,1072133,-0.5,0.001,0.002,0.090909091,0.072,0.066,-0.177777778,0.037,0.045,-0.148148148,0.023,0.027,-0.08411215,0.098,0.107,0.102564103,0.086,0.078,0,0.026,0.026,-0.05952381,0.079,0.084,0.057142857,0.111,0.105,0.025316456,0.243,0.237,0.03539823,0.117,0.113,-0.029850746,0.065,0.067,0,0.042,0.042
0500000US36083,"Rensselaer County, New York",81001,79345,-0.166666667,0.005,0.006,-0.029411765,0.066,0.068,0.02739726,0.075,0.073,-0.208333333,0.019,0.024,0.00990099,0.102,0.101,0.244444444,0.056,0.045,0,0.019,0.019,-0.063492063,0.059,0.063,0.138297872,0.107,0.094,-0.050359712,0.264,0.278,0.092105263,0.083,0.076,-0.065217391,0.043,0.046,-0.055555556,0.102,0.108
0500000US36085,"Richmond County, New York",211293,206255,0,0.001,0.001,0,0.075,0.075,-0.193548387,0.025,0.031,0,0.017,0.017,0.041666667,0.1,0.096,0.090909091,0.072,0.066,-0.076923077,0.024,0.026,-0.122641509,0.093,0.106,0.055555556,0.114,0.108,0.052447552,0.301,0.286,0.111111111,0.07,0.063,-0.163265306,0.041,0.049,-0.118421053,0.067,0.076
0500000US36087,"Rockland County, New York",148410,143224,-0.666666667,0.001,0.003,0,0.057,0.057,-0.164179104,0.056,0.067,-0.034482759,0.028,0.029,0.018867925,0.108,0.106,-0.024390244,0.04,0.041,-0.071428571,0.026,0.028,-0.014492754,0.068,0.069,-0.016949153,0.116,0.118,0.025396825,0.323,0.315,0.183098592,0.084,0.071,-0.057692308,0.049,0.052,0,0.044,0.044
0500000US36089,"St. Lawrence County, New York",44275,45156,-0.066666667,0.028,0.03,0.015151515,0.067,0.066,-0.109375,0.057,0.064,-0.375,0.01,0.016,0,0.128,0.128,0.024390244,0.042,0.041,-0.133333333,0.013,0.015,0,0.04,0.04,0.018181818,0.056,0.055,0.002923977,0.343,0.342,0.166666667,0.091,0.078,-0.083333333,0.044,0.048,0.038461538,0.081,0.078
0500000US36091,"Saratoga County, New York",118824,112301,0,0.008,0.008,-0.016129032,0.061,0.062,0.129032258,0.105,0.093,-0.074074074,0.025,0.027,-0.017241379,0.114,0.116,-0.058823529,0.032,0.034,-0.15,0.017,0.02,-0.182926829,0.067,0.082,0.134615385,0.118,0.104,-0.023076923,0.254,0.26,0.081395349,0.093,0.086,-0.024390244,0.04,0.041,-0.043478261,0.066,0.069
0500000US36093,"Schenectady County, New York",73563,74017,-0.25,0.003,0.004,-0.02173913,0.045,0.046,0.044776119,0.07,0.067,-0.166666667,0.02,0.024,-0.053435115,0.124,0.131,0.142857143,0.048,0.042,-0.217391304,0.018,0.023,-0.083333333,0.066,0.072,0.083333333,0.104,0.096,0.02166065,0.283,0.277,0.0625,0.085,0.08,0.020833333,0.049,0.048,-0.022727273,0.086,0.088
0500000US36095,"Schoharie County, New York",14488,14693,0.025641026,0.04,0.039,0.375,0.11,0.08,-0.014492754,0.068,0.069,-0.333333333,0.016,0.024,-0.277419355,0.112,0.155,0.08,0.054,0.05,0.363636364,0.015,0.011,-0.125,0.049,0.056,0,0.066,0.066,0.014925373,0.272,0.268,0.194444444,0.086,0.072,0.044444444,0.047,0.045,0.046875,0.067,0.064
0500000US36097,"Schuyler County, New York",8397,8319,0.382352941,0.047,0.034,-0.013333333,0.074,0.075,0.149606299,0.146,0.127,0.133333333,0.017,0.015,-0.116071429,0.099,0.112,-0.5,0.021,0.042,0.428571429,0.01,0.007,0.08,0.027,0.025,0.583333333,0.076,0.048,-0.133116883,0.267,0.308,0.329411765,0.113,0.085,0.051724138,0.061,0.058,-0.369230769,0.041,0.065
0500000US36099,"Seneca County, New York",15571,15215,0.322580645,0.041,0.031,0.180327869,0.072,0.061,-0.171428571,0.145,0.175,-0.423076923,0.015,0.026,0.136752137,0.133,0.117,-0.024390244,0.04,0.041,0.125,0.009,0.008,0.423076923,0.037,0.026,0.12,0.056,0.05,-0.070175439,0.265,0.285,0.164179104,0.078,0.067,0.195121951,0.049,0.041,-0.14084507,0.061,0.071
0500000US36101,"Steuben County, New York",42997,43246,-0.153846154,0.033,0.039,-0.056338028,0.067,0.071,-0.010471204,0.189,0.191,0.071428571,0.015,0.014,-0.044247788,0.108,0.113,0,0.042,0.042,0,0.012,0.012,0.3,0.039,0.03,0.109375,0.071,0.064,-0.023076923,0.254,0.26,0.064935065,0.082,0.077,0.068181818,0.047,0.044,-0.155555556,0.038,0.045
0500000US36103,"Suffolk County, New York",744693,727484,0.666666667,0.005,0.003,-0.012987013,0.076,0.077,-0.102564103,0.07,0.078,0,0.033,0.033,-0.025210084,0.116,0.119,0.037735849,0.055,0.053,0,0.027,0.027,-0.054794521,0.069,0.073,0.082568807,0.118,0.109,0.030651341,0.269,0.261,0,0.071,0.071,-0.044444444,0.043,0.045,-0.039215686,0.049,0.051
0500000US36105,"Sullivan County, New York",32846,32494,-0.277777778,0.013,0.018,-0.204301075,0.074,0.093,-0.196721311,0.049,0.061,0.541666667,0.037,0.024,0.086206897,0.126,0.116,0.1875,0.057,0.048,-0.210526316,0.015,0.019,-0.176470588,0.042,0.051,0.014285714,0.071,0.07,0.038062284,0.3,0.289,0.010526316,0.096,0.095,0.108695652,0.051,0.046,-0.014492754,0.068,0.069
0500000US36107,"Tioga County, New York",23065,24434,-0.058823529,0.016,0.017,0.015384615,0.066,0.065,0.006849315,0.147,0.146,0.2,0.03,0.025,-0.115107914,0.123,0.139,0.25,0.04,0.032,-0.066666667,0.014,0.015,0.026315789,0.039,0.038,0.070588235,0.091,0.085,-0.078014184,0.26,0.282,0.2,0.09,0.075,0.073170732,0.044,0.041,0,0.041,0.041
0500000US36109,"Tompkins County, New York",50250,49393,-0.166666667,0.015,0.018,-0.25,0.03,0.04,-0.169230769,0.054,0.065,-0.222222222,0.007,0.009,0.410958904,0.103,0.073,-0.296296296,0.019,0.027,0.583333333,0.019,0.012,-0.162790698,0.036,0.043,0.11827957,0.104,0.093,-0.032537961,0.446,0.461,0.147727273,0.101,0.088,0.024390244,0.042,0.041,-0.28125,0.023,0.032
0500000US36111,"Ulster County, New York",86733,86111,0.1,0.011,0.01,0.151515152,0.076,0.066,-0.142857143,0.06,0.07,-0.16,0.021,0.025,-0.060606061,0.124,0.132,-0.02,0.049,0.05,0.052631579,0.02,0.019,0.22,0.061,0.05,0.034883721,0.089,0.086,-0.037542662,0.282,0.293,0.030927835,0.1,0.097,0.0625,0.051,0.048,0.057692308,0.055,0.052
0500000US36113,"Warren County, New York",31937,31834,-0.4,0.006,0.01,0.014492754,0.07,0.069,-0.131868132,0.079,0.091,0.666666667,0.025,0.015,-0.092198582,0.128,0.141,0.083333333,0.039,0.036,-0.3,0.014,0.02,-0.210526316,0.045,0.057,0.051948052,0.081,0.077,0.065891473,0.275,0.258,0.007751938,0.13,0.129,-0.020408163,0.048,0.049,0.234042553,0.058,0.047
0500000US36115,"Washington County, New York",28537,28549,0.228571429,0.043,0.035,-0.177083333,0.079,0.096,-0.096153846,0.141,0.156,-0.458333333,0.013,0.024,-0.021582734,0.136,0.139,0.135135135,0.042,0.037,0,0.012,0.012,0,0.042,0.042,0.407407407,0.076,0.054,0.008547009,0.236,0.234,0.169014085,0.083,0.071,0.054054054,0.039,0.037,-0.096774194,0.056,0.062
0500000US36117,"Wayne County, New York",43779,43817,0.03125,0.033,0.032,-0.108108108,0.066,0.074,-0.146596859,0.163,0.191,0.333333333,0.028,0.021,0.198198198,0.133,0.111,0.138888889,0.041,0.036,0,0.017,0.017,0.102564103,0.043,0.039,-0.024691358,0.079,0.081,0.015873016,0.256,0.252,-0.161764706,0.057,0.068,0.065217391,0.049,0.046,0.09375,0.035,0.032
0500000US36119,"Westchester County, New York",479775,456825,0,0.002,0.002,-0.014925373,0.066,0.067,-0.11627907,0.038,0.043,0.041666667,0.025,0.024,-0.073684211,0.088,0.095,0.076923077,0.042,0.039,-0.03030303,0.032,0.033,-0.019230769,0.102,0.104,0.035714286,0.145,0.14,0.007272727,0.277,0.275,0.1,0.088,0.08,-0.066666667,0.056,0.06,-0.025641026,0.038,0.039
0500000US36121,"Wyoming County, New York",18562,18388,0,0.073,0.073,-0.168539326,0.074,0.089,-0.120805369,0.131,0.149,-0.238095238,0.016,0.021,-0.101851852,0.097,0.108,0.108695652,0.051,0.046,0.375,0.011,0.008,0.28125,0.041,0.032,0.126760563,0.08,0.071,0.077669903,0.222,0.206,0.073170732,0.088,0.082,-0.043478261,0.044,0.046,0.042857143,0.073,0.07
0500000US36123,"Yates County, New York",11181,11637,0.108108108,0.082,0.074,0.012345679,0.082,0.081,0.078125,0.138,0.128,0.833333333,0.022,0.012,-0.032786885,0.118,0.122,-0.25,0.033,0.044,-0.083333333,0.011,0.012,0.057142857,0.037,0.035,0.115384615,0.058,0.052,-0.059479554,0.253,0.269,0,0.071,0.071,-0.032786885,0.059,0.061,-0.052631579,0.036,0.038
0500000US37001,"Alamance County, North Carolina",75612,69111,-0.1,0.009,0.01,0.075757576,0.071,0.066,-0.035928144,0.161,0.167,0.227272727,0.027,0.022,-0.066666667,0.126,0.135,0.096774194,0.034,0.031,-0.153846154,0.011,0.013,-0.189655172,0.047,0.058,0.011764706,0.086,0.085,0.02,0.255,0.25,0.156626506,0.096,0.083,-0.045454545,0.042,0.044,-0.078947368,0.035,0.038
0500000US37003,"Alexander County, North Carolina",16264,16124,-0.038461538,0.025,0.026,-0.076923077,0.06,0.065,0.070234114,0.32,0.299,-0.290322581,0.022,0.031,-0.051724138,0.11,0.116,0.037735849,0.055,0.053,0.25,0.005,0.004,0.260869565,0.029,0.023,-0.387096774,0.038,0.062,0.235294118,0.21,0.17,-0.056603774,0.05,0.053,-0.233333333,0.046,0.06,-0.108108108,0.033,0.037
0500000US37005,"Alleghany County, North Carolina",4555,4246,-0.292682927,0.058,0.082,0.030534351,0.135,0.131,-0.155737705,0.103,0.122,-0.222222222,0.014,0.018,0.44,0.144,0.1,0.2,0.036,0.03,-0.642857143,0.005,0.014,0.384615385,0.054,0.039,-0.238095238,0.064,0.084,0.037974684,0.246,0.237,0.232142857,0.069,0.056,-0.088888889,0.041,0.045,-0.30952381,0.029,0.042
0500000US37007,"Anson County, North Carolina",10354,9708,-0.021276596,0.046,0.047,0.102941176,0.075,0.068,0.102325581,0.237,0.215,-0.32,0.017,0.025,-0.362745098,0.065,0.102,0.013888889,0.073,0.072,-0.5,0.003,0.006,1,0.03,0.015,-0.322033898,0.04,0.059,0.296116505,0.267,0.206,-0.193548387,0.05,0.062,-0.302325581,0.03,0.043,-0.1625,0.067,0.08
0500000US37009,"Ashe County, North Carolina",12440,11896,-0.192307692,0.042,0.052,0.145631068,0.118,0.103,-0.188976378,0.103,0.127,0.214285714,0.017,0.014,0.069767442,0.138,0.129,-0.317073171,0.028,0.041,-0.103448276,0.026,0.029,-0.1,0.045,0.05,-0.046875,0.061,0.064,0.028301887,0.218,0.212,0.438356164,0.105,0.073,-0.227848101,0.061,0.079,0.384615385,0.036,0.026
0500000US37011,"Avery County, North Carolina",6718,6936,0.129032258,0.035,0.031,-0.137931034,0.1,0.116,-0.265822785,0.058,0.079,-0.15,0.017,0.02,-0.115942029,0.122,0.138,0.260869565,0.029,0.023,0.571428571,0.011,0.007,-0.482758621,0.03,0.058,-0.086956522,0.063,0.069,0.184100418,0.283,0.239,0.718446602,0.177,0.103,-0.558823529,0.03,0.068,-0.0625,0.045,0.048
0500000US37013,"Beaufort County, North Carolina",18867,18970,-0.383561644,0.045,0.073,-0.040540541,0.071,0.074,0.26984127,0.16,0.126,0.15,0.023,0.02,-0.11,0.089,0.1,-0.03125,0.031,0.032,0.222222222,0.011,0.009,-0.195652174,0.037,0.046,0.090909091,0.06,0.055,-0.059479554,0.253,0.269,-0.011363636,0.087,0.088,0.2,0.072,0.06,0.326086957,0.061,0.046
0500000US37015,"Bertie County, North Carolina",7496,7312,0.162790698,0.1,0.086,0.297297297,0.048,0.037,-0.084444444,0.206,0.225,0.375,0.022,0.016,0.013157895,0.077,0.076,-0.268292683,0.03,0.041,-0.285714286,0.005,0.007,0.307692308,0.034,0.026,-0.322033898,0.04,0.059,0.015625,0.26,0.256,0.410714286,0.079,0.056,-0.03125,0.031,0.032,-0.180722892,0.068,0.083
0500000US37017,"Bladen County, North Carolina",12805,13367,-0.08,0.092,0.1,0.46875,0.094,0.064,-0.272277228,0.147,0.202,-0.545454545,0.01,0.022,0.231578947,0.117,0.095,0.131578947,0.043,0.038,-0.3,0.007,0.01,-0.315789474,0.026,0.038,0.23255814,0.053,0.043,0,0.239,0.239,0.736842105,0.066,0.038,0.2,0.036,0.03,-0.113924051,0.07,0.079
0500000US37019,"Brunswick County, North Carolina",50793,42753,0.125,0.009,0.008,0.009345794,0.108,0.107,-0.153846154,0.066,0.078,0.076923077,0.014,0.013,0.040816327,0.153,0.147,-0.017241379,0.057,0.058,-0.210526316,0.015,0.019,-0.095238095,0.057,0.063,0.019047619,0.107,0.105,-0.030612245,0.19,0.196,0.079646018,0.122,0.113,0.261904762,0.053,0.042,0.020408163,0.05,0.049
0500000US37021,"Buncombe County, North Carolina",124844,114881,-0.2,0.008,0.01,0.032786885,0.063,0.061,0.00990099,0.102,0.101,-0.181818182,0.018,0.022,-0.045112782,0.127,0.133,0.076923077,0.028,0.026,0.071428571,0.015,0.014,0.019607843,0.052,0.051,0.038461538,0.108,0.104,-0.048148148,0.257,0.27,0.055555556,0.133,0.126,0.208333333,0.058,0.048,-0.060606061,0.031,0.033
0500000US37023,"Burke County, North Carolina",38284,36949,-0.214285714,0.011,0.014,-0.14516129,0.053,0.062,0.146226415,0.243,0.212,-0.038461538,0.025,0.026,-0.01980198,0.099,0.101,-0.131578947,0.033,0.038,0.142857143,0.008,0.007,0,0.025,0.025,0.090909091,0.06,0.055,-0.134482759,0.251,0.29,0.402777778,0.101,0.072,-0.339285714,0.037,0.056,0.285714286,0.054,0.042
0500000US37025,"Cabarrus County, North Carolina",99553,81758,-0.375,0.005,0.008,0.014084507,0.072,0.071,-0.103773585,0.095,0.106,0.090909091,0.036,0.033,0,0.119,0.119,0.037735849,0.055,0.053,-0.1,0.018,0.02,0.033333333,0.093,0.09,-0.06122449,0.092,0.098,-0.022026432,0.222,0.227,0.096774194,0.102,0.093,0.06,0.053,0.05,0.25,0.04,0.032
0500000US37027,"Caldwell County, North Carolina",36275,32936,0.090909091,0.012,0.011,0.03125,0.066,0.064,-0.015686275,0.251,0.255,-0.024390244,0.04,0.041,0.016949153,0.12,0.118,0,0.047,0.047,0.888888889,0.017,0.009,0.0625,0.034,0.032,0.292682927,0.053,0.041,-0.062801932,0.194,0.207,0.409836066,0.086,0.061,-0.233333333,0.046,0.06,-0.388888889,0.033,0.054
0500000US37029,"Camden County, North Carolina",4473,4404,-0.346153846,0.034,0.052,-0.173913043,0.057,0.069,-0.157024793,0.102,0.121,1.428571429,0.017,0.007,0.260869565,0.116,0.092,0.142857143,0.04,0.035,-0.75,0.001,0.004,-0.140625,0.055,0.064,-0.208791209,0.072,0.091,0.14953271,0.246,0.214,-0.348623853,0.071,0.109,3.133333333,0.062,0.015,0,0.127,0.127
0500000US37031,"Carteret County, North Carolina",30598,29412,0.055555556,0.019,0.018,-0.096774194,0.084,0.093,-0.129032258,0.054,0.062,0,0.017,0.017,0,0.13,0.13,-0.043478261,0.044,0.046,-0.388888889,0.011,0.018,-0.0625,0.06,0.064,0.064516129,0.099,0.093,0.019230769,0.212,0.208,0.181034483,0.137,0.116,0.020833333,0.049,0.048,-0.023529412,0.083,0.085
0500000US37033,"Caswell County, North Carolina",9549,8834,0.25,0.03,0.024,-0.169014085,0.059,0.071,0.012195122,0.166,0.164,-0.28,0.018,0.025,-0.015267176,0.129,0.131,-0.019230769,0.051,0.052,-0.363636364,0.007,0.011,0.121212121,0.037,0.033,0.186440678,0.07,0.059,-0.067669173,0.248,0.266,-0.114285714,0.062,0.07,-0.1,0.045,0.05,0.772727273,0.078,0.044
